1324,1324 - Bokujou Monogatari - Mineral Town no Nakamatachi for Girl(JP).zip,Bokujou Monogatari - Mineral Town no Nakamatachi for Girl ,J,牧场物语 - 矿石镇的伙伴们 - 女孩篇,J, SLG
1325,1325 - Spy Muppets - License to Croak(US).zip,Spy Muppets - License to Croak ,M6,木偶间谍 - 特遣青蛙,M6, ETC
1326,1326 - Croket! 3 - Guranyuu Oukoku no Nazo(JP).zip,Croket! 3 - Guranyuu Oukoku no Nazo ,J,馅饼3 - 砂糖王国之谜,J, FTG
1327,1327 - Gegege no Kitarou - Kikiippatsu! Youkai Rettou(JP).zip,Gegege no Kitarou - Kikiippatsu! Youkai Rettou ,J,鬼太郎 - 危机一发妖怪列岛,J, A·RPG
1328,"1328 - King of Fighters EX2, The - Howling Blood(US).zip",King of Fighters EX2：The - Howling Blood ,U,格斗之王拳皇EX2咆哮之血,E, FTG
1329,1329 - Wagamama Fairy Mirumo de Pon! - 8 Nin no Toki no Yousei(JP).zip,Wagamama Fairy Mirumo de Pon! - 8 Nin no Toki no Yousei ,J,任性妖精Mirumo - 八目妖精,J, FTG
1330,1330 - Super Donkey Kong(JP).zip,Super Donkey Kong ,J,超级大金刚1,J, ACT
1331,1331 - Finding Nemo(JP).zip,Finding Nemo ,J,迪斯尼海底总动员 - 寻找伦莫,J, ACT
1332,1332 - Astro Boy - Tetsuwan Atom - Atom Heart no Himitsu(JP).zip,Astro Boy - Tetsuwan Atom - Atom Heart no Himitsu ,J,铁臂阿童木 - 阿童木心之秘密,J, ACT
1333,1333 - Disney Sports - Snowboarding(US).zip,Disney Sports - Snowboarding ,U,迪斯尼全明星体育系列 - 滑雪板,E, SPG
1334,1334 - Crash Bandicoot Advance 2 - Gurugurusaimin Dai Panic!(JP).zip,Crash Bandicoot Advance 2 - Gurugurusaimin Dai Panic! ,J,古惑狼2,J, ACT
1335,1335 - Max Payne(US).zip,Max Payne ,U,英雄本色 - 马克思·佩恩,E, ACT
1336,1336 - Tetris Advance(JP).zip,Tetris Advance ,J,新俄罗斯方块Advance,J, TAB
1337,1337 - Ochaken no Heya(JP).zip,Ochaken no Heya ,J,小狗的窝,J, TCG
1338,1338 - Need for Speed - Underground(UE).zip,Need for Speed - Underground ,M4,极品飞车 - 地下狂飙,M4, RCG
1339,1339 - Silvanian Family - Yousei no Stick to Fushigi no Ki - Marron-inu no Onna-no-ko(JP).zip,Silvanian Family - Yousei no Stick to Fushigi no Ki - Marron - inu no Onna - no - ko ,J,妖精之杖 - 不可思议的大树,J, PUZ
1340,1340 - Simple 2960 Tomodachi Series Vol. 4 - The Trump - Minna de Asoberu 12 Shurui no Trump Game(JP).zip,Simple 2960 Tomodachi Series Vol. 4 - The Trump - Minna de Asoberu 12 Shurui no Trump Game ,J,简单2960第四集 - 王牌扑克,J, CAG
1341,1341 - WanWan Meitantei(JP).zip,WanWan Meitantei ,J,汪汪名侦探,J, PUZ
1342,1342 - Ashita no Joe - Makka ni Moeagare!(JP).zip,Ashita no Joe - Makka ni Moeagare! ,J,小拳王 - 赤热之战,J, FTG
1343,1343 - Sim City 2000(US).zip,Sim City 2000 ,U,模拟城市2000,E, SLG
1344,1344 - LEGO Racers 2(EU).zip,LEGO Racers 2 ,M8,乐高赛车2,M8, RCG
1345,1345 - Altered Beast - Guardian of the Realms(EU).zip,Altered Beast - Guardian of the Realms ,M5,兽王记 - 王国的守护者,M5, ACT
1346,1346 - Tekken Advance(EU).zip,Tekken Advance ,E,铁拳,E, FTG
1347,1347 - Minna no Ouji-sama(JP).zip,Minna no Ouji - sama ,J,网球王子 - 大家的王子,J, CAG
1348,1348 - Gekido Advance - Kintaro's Revenge(US).zip,Gekido Advance - Kintaro's Revenge ,U,究级截拳道,E, ACT
1349,1349 - ESPN International Winter Sports 2002(EU).zip,ESPN International Winter Sports 2002 ,E,ESPN盐湖城冬季奥运2002,E, SPG
1350,1350 - Godzilla - Kaijuu Dairantou Advance(JP).zip,Godzilla - Kaijuu Dairantou Advance ,J,哥斯拉怪兽大乱斗,J, FTG
1351,1351 - Sonic Battle(US).zip,Sonic Battle ,M6,索尼克战斗,M6, ACT
1352,1352 - Hyokkori Hyoutanjima - Don Gabacho Daikatsuyaku no Maki(JP).zip,Hyokkori Hyoutanjima - Don Gabacho Daikatsuyaku no Maki ,J,全民游戏系列之葫芦孤岛漂流记,J, PUZ
1353,1353 - Shining Soul(US).zip,Shining Soul ,U,光明之魂1,E, A·RPG
1354,1354 - Freekstyle(EU).zip,Freekstyle ,M5,疯狂越野摩托,M5, RCG
1355,1355 - Road Rash - Jailbreak(EU).zip,Road Rash - Jailbreak ,M5,暴力摩托车,M5, RCG
1356,1356 - Baldur's Gate - Dark Alliance(US).zip,Baldur's Gate - Dark Alliance ,U,博得之门 - 黑暗联盟,E, A·RPG
1357,1357 - Gyakuten Saiban 3(JP).zip,Gyakuten Saiban 3 ,J,逆转裁判3,J, AVG
1358,1358 - Tiny Toon Adventures - Wacky Stackers(US).zip,Tiny Toon Adventures - Wacky Stackers ,U,宾尼兔冒险 - 古怪蛋方块,E, PUZ
1359,"1359 - Sims, The(JP).zip",Sims：The ,J,模拟人生 - 纯属意外,J, SLG
1360,1360 - Pocket Monsters - FireRed(JP).zip,Pocket Monsters - FireRed ,J,口袋妖怪 - 火红,J, RPG
1361,1361 - Super Bubble Pop(EU).zip,Super Bubble Pop ,M8,超级立体泡泡,M8, PUZ
1362,1362 - Pocket Monsters - LeafGreen(JP).zip,Pocket Monsters - LeafGreen ,J,口袋妖怪 - 绿叶,J, RPG
1363,1363 - Scooby-Doo! - Mystery Mayhem(EU).zip,Scooby - Doo! - Mystery Mayhem ,M3,史酷比鬼屋历险 - 隐秘的罪证,M3, ACT
1364,1364 - Yu-Gi-Oh! The Sacred Cards(EU).zip,Yu - Gi - Oh! The Sacred Cards ,M5,游戏王 - 神圣的卡片,M5, CAG
1365,1365 - Brother Bear(EU).zip,Brother Bear ,M7,迪斯尼小熊的兄弟们,M7, ACT
1366,1366 - Yu-Gi-Oh! Duel Monsters Expert 3(JP).zip,Yu - Gi - Oh! Duel Monsters Expert 3 ,M6,游戏王Expert3,M6, CAG
1367,1367 - SpongeBob SquarePants - Battle for Bikini Bottom(EU).zip,SpongeBob SquarePants - Battle for Bikini Bottom ,M3,超级海绵笨伯 - 比基尼岛的冒险,M3, ACT
1368,1368 - Baldur's Gate - Dark Alliance(EU).zip,Baldur's Gate - Dark Alliance ,M5,博得之门 - 黑暗联盟,M5, A·RPG
1369,1369 - Mr. Driller 2(EU).zip,Mr. Driller 2 ,E,钻子先生2,E, PUZ
1370,1370 - Metroid - Zero Mission(US).zip,Metroid - Zero Mission ,U,银河战士2 - 初始零点任务,E, A·RPG
1371,1371 - Puyo Pop(EU).zip,Puyo Pop ,M2,魔法气泡扑呦扑呦 - 气泡大会战1,M2, PUZ
1372,1372 - Disney Principesse(IT).zip,Disney Principesse ,I,迪斯尼白雪公主们,I, ACT
1373,1373 - Corvette(US).zip,Corvette ,M5,克尔维特汽车 - 50周年纪念,M5, RCG
1374,1374 - Ozzy & Drix(US).zip,Ozzy & Drix ,E,捍卫战士,E, ACT
1375,1375 - Mermaid Melody - Pichipichi Pitch Pichipichi Party(JP).zip,Mermaid Melody - Pichipichi Pitch Pichipichi Party ,J,人鱼旋律,J, TCG
1376,1376 - Jet Set Radio(EU).zip,Jet Set Radio ,E,喷射小子滑板 - 街头涂鸦,E, SPG
1377,1377 - Need for Speed - Porsche Unleashed(EU).zip,Need for Speed - Porsche Unleashed ,M5,极品飞车 - 宝石捷之旅,M5, RCG
1378,1378 - Yu-Gi-Oh! World Championship Tournament 2004(US).zip,Yu - Gi - Oh! World Championship Tournament 2004 ,M6,游戏王 - 世界锦标赛2004,M6, CAG
1379,1379 - CT Special Forces(US).zip,CT Special Forces ,M6,CT特种部队1,M6,ACT
1380,1380 - Bruce Lee - Return of the Legend(US).zip,Bruce Lee - Return of the Legend ,U,李小龙 - 英雄再现,E, ACT
1381,1381 - Famicom Mini Vol. 03 - Ice Climber(JP).zip,Famicom Mini Vol. 03 - Ice Climber ,J,任天堂FC珍藏游戏系列第3辑 - 冰人,J, ACT
1382,1382 - Famicom Mini Vol. 07 - Xevious(JP).zip,Famicom Mini Vol. 07 - Xevious ,J,任天堂FC珍藏游戏系列第7辑 - 铁板阵,J, ACT
1383,1383 - Famicom Mini Vol. 01 - Super Mario Bros.(JP).zip,Famicom Mini Vol. 01 - Super Mario Bros. ,J,任天堂FC珍藏游戏系列第1辑 - 超级马里奥,J, ACT
1384,1384 - Pitfall - The Lost Expedition(EU).zip,Pitfall - The Lost Expedition ,E,玛亚历险记 - 迷失的探险队,E, AVG
1385,1385 - Famicom Mini Vol. 02 - Donkey Kong(JP).zip,Famicom Mini Vol. 02 - Donkey Kong ,J,任天堂FC珍藏游戏系列第2辑 - 大金钢,J, ACT
1386,1386 - Famicom Mini Vol. 05 - The Hyrule Fantasy - Zelda no Densetsu 1(JP).zip,Famicom Mini Vol. 05 - The Hyrule Fantasy - Zelda no Densetsu 1 ,J,任天堂FC珍藏游戏系列第5辑 - 萨尔达传说,J, ACT
1387,1387 - Famicom Mini Vol. 08 - Mappy(JP).zip,Famicom Mini Vol. 08 - Mappy ,J,任天堂FC珍藏游戏系列第8辑 - 快乐鼠,J, ACT
1388,1388 - Chessmaster(DE).zip,Chessmaster ,G,国际象棋大师,G, TAB
1389,1389 - Harvest Moon - Friends of Mineral Town(DE).zip,Harvest Moon - Friends of Mineral Town ,G,牧场物语 - 矿石镇的朋友们,G, SLG
1390,1390 - Famicom Mini Vol. 10 - Star Soldier(JP).zip,Famicom Mini Vol. 10 - Star Soldier ,J,任天堂FC珍藏游戏系列第10辑 - 雷鸟号,J, ACT
1391,1391 - Famicom Mini Vol. 04 - Excitebike(JP).zip,Famicom Mini Vol. 04 - Excitebike ,J,任天堂FC珍藏游戏系列第4辑 - 机车大赛,J, ACT
1392,1392 - Famicom Mini Vol. 09 - Bomberman(JP).zip,Famicom Mini Vol. 09 - Bomberman ,J,任天堂FC珍藏游戏系列第9辑 - 炸.弹人,J, ACT
1393,1393 - Famicom Mini Vol. 06 - Pac-Man(JP).zip,Famicom Mini Vol. 06 - Pac - Man ,J,任天堂FC珍藏游戏系列第6辑 - 吃豆,J, ACT
1394,1394 - Peter Pan - The Motion Picture Event(EU).zip,Peter Pan - The Motion Picture Event ,M5,迪斯尼小飞侠电影版,M5, AVG
1395,1395 - Pitfall - L'Expedition Perdue(FR).zip,Pitfall - L'Expedition Perdue ,F,玛亚历险记 - 迷失的探险队,F, AVG
1396,1396 - Finding Nemo(EU).zip,Finding Nemo ,M2,迪斯尼海底总动员 - 寻找伦莫,M2, ACT
1397,1397 - Gakuen Senki Muryou(JP).zip,Gakuen Senki Muryou ,J,学院战记无量,J, RPG
1398,1398 - Banjo-Kazooie - La Vendetta di Grunty(IT).zip,Banjo - Kazooie - La Vendetta di Grunty ,I,琴音笛声 - 格兰蒂的复仇,I, AVG
1399,"1399 - Monsters, Inc.(EU).zip",Monsters：Inc. ,M3,迪斯尼怪兽公司,M3, ACT
1400,1400 - Downtown - Nekketsu Monogatari EX(JP).zip,Downtown - Nekketsu Monogatari EX ,J,热血物语EX,J, ACT
1401,1401 - Atari Anniversary Advance(EU).zip,Atari Anniversary Advance ,U,雅达利纪念游戏合集,E, STG
1402,1402 - Snood(EU).zip,Snood ,M5,斯奴德怪投射波1,M5, PUZ
1403,1403 - Megaman - Battle Chip Challenge(US).zip,Megaman - Battle Chip Challenge ,U,洛克人EXE战斗芯片锦标赛,E, A·RPG
1404,1404 - Taiketsu! Ultra Hero(JP).zip,Taiketsu! Ultra Hero ,J,激斗英雄奥特曼,J, FTG
1405,1405 - Personal Data Assistant for Game Boy Advance(US).zip,Personal Data Assistant for Gameboy Advance ,U,个人商务PDA,E, ETC
1406,1406 - Guilty Gear X - Advance Edition(US).zip,Guilty Gear X - Advance Edition ,U,罪恶客星X,E, FTG
1407,1407 - Shining Soul II(EU).zip,Shining Soul II ,M5,光明之魂2,M5, A·RPG
1408,1408 - Tom Clancy's Splinter Cell - Pandora Tomorrow(EU).zip,Tom Clancy's Splinter Cell - Pandora Tomorrow ,M6,分裂细胞2明日潘多拉,M6, ACT
1409,1409 - One Piece - Going Baseball(JP).zip,One Piece - Going Baseball ,J,海贼王热血棒球,J, SPG
1410,1410 - Aladdin(EU).zip,Aladdin ,M4,迪斯尼 - 阿拉丁,M4, ACT
1411,1411 - Pop Idol(EU).zip,Pop Idol ,E,美国偶像超巨星节拍,E, ETC
1412,1412 - Sabre Wulf(EU).zip,Sabre Wulf ,M3,剑齿虎,M3, ACT
1413,1413 - Tak and the Power of Juju(EU).zip,Tak and the Power of Juju ,M3,塔克 - 符咒的神力,M3, ACT
1414,1414 - Dr. Seuss' The Cat in the Hat(EU).zip,Dr. Seuss' The Cat in the Hat ,M5,爱戴帽子的猫博士,M5, ACT
1415,1415 - Sword of Mana(EU).zip,Sword of Mana ,M2,新约圣剑传说,M2, A·RPG
1416,1416 - Yu-Gi-Oh! Sugoroku no Sugoroku(JP).zip,Yu - Gi - Oh! Sugoroku no Sugoroku ,J,游戏王 双六的骰子,J, CAG
1417,1417 - Scooby-Doo 2 - Monsters Unleashed(UE).zip,Scooby - Doo 2 - Monsters Unleashed ,U,史酷比2 - 脱缰的怪物,E, ACT
1418,1418 - R-Type III - The Third Lightning(US).zip,R - Type III - The Third Lightning ,U,R飞行队3,E, STG
1419,1419 - Megaman - Battle Chip Challenge(EU).zip,Megaman - Battle Chip Challenge ,E,洛克人EXE战斗芯片锦标赛,E, A·RPG
1420,1420 - Dragon Ball Z - Taiketsu(EU).zip,Dragon Ball Z - Taiketsu ,M5,七龙珠Z - 对决,M5, FTG
1421,1421 - Max Payne Advance(EU).zip,Max Payne Advance ,M3,英雄本色 - 马克思·佩恩,M3, ACT
1422,1422 - Sword of Mana(EU).zip,Sword of Mana ,M2,新约圣剑传说,M2, A·RPG
1423,1423 - Magical Quest 3 Starring Mickey & Donald(EU).zip,Magical Quest 3 Starring Mickey & Donald ,M3,迪斯尼 - 米老鼠和唐老鸭3,M3, ACT
1424,1424 - Wade Hixton's Counter Punch(UE).zip,Wade Hixton's Counter Punch ,E,维德 - 汉克斯的反击,E, FTG
1425,1425 - Tantei Gakuen Q - Kyukyoku Trick ni Idome(JP).zip,Tantei Gakuen Q - Kyukyoku Trick ni Idome ,J,侦探学院Q - 挑战最强诡计,J, AVG
1426,1426 - Mermaid Melody - Pichi Pichi Picchi Pichi Pichitto Live Start(JP).zip,Mermaid Melody - Pichi Pichi Picchi Pichi Pichitto Live Start ,J,美人鱼之韵 活力之舞 活力现场演奏会,J, ETC
1427,1427 - Dragon Ball Z - Bukuu Tougeki(JP).zip,Dragon Ball Z - Bukuu Tougeki ,J,七龙珠Z - 舞空斗剧,J, FTG
1428,1428 - Double Dragon Advance(JP).zip,Double Dragon Advance ,J,双截龙,J, ACT
1429,1429 - Simple 2960 Tomodachi Series Vol. 3 - The Itsudemo Puzzle(JP).zip,Simple 2960 Tomodachi Series Vol. 3 - The Itsudemo Puzzle ,J,简单2960第三集 - 2960随时解谜迷题集,J, TAB
1430,1430 - Hagane no Renkinjutsushi - Meisou no Rondo(JP).zip,Hagane no Renkinjutsushi - Meisou no Rondo ,J,钢之炼金术士 迷走之轮舞曲,J, RPG
1431,1431 - Franklin the Turtle(EU).zip,Franklin the Turtle ,M8,海龟富兰克林,M8, PUZ
1432,1432 - Harvest Moon - Friends of Mineral Town(EU).zip,Harvest Moon - Friends of Mineral Town ,E,牧场物语 - 矿石镇的朋友们,E, SLG
1433,"1433 - Powerpuff Girls, The - Mojo Jojo A-Go-Go(EU).zip",Powerpuff Girls：The - Mojo Jojo A - Go - Go ,M6,喷气女孩 - 魔女啾啾Go,M6, ACT
1434,1434 - Dexter's Laboratory - Deesaster Strikes!(EU).zip,Dexter's Laboratory - Deesaster Strikes! ,M5,德克斯特幸运的实验室,M5, ACT
1435,1435 - Yu-Gi-Oh! World Championship Tournament 2004(EU).zip,Yu - Gi - Oh! World Championship Tournament 2004 ,M6,游戏王 - 世界锦标赛2004,M6, CAG
1436,"1436 - Jungle Book, The(US).zip",Jungle Book：The ,M6,丛林之书,M6, ACT
1437,1437 - Street Jam Basketball(UE).zip,Street Jam Basketball ,U,街头篮球,E, SPG
1438,1438 - Duel Masters 2 - Invisible Advance(JP).zip,Duel Masters 2 - Invisible Advance ,J,卡片对决高手2,J, CAG
1439,1439 - Liliput Oukoku(JP).zip,Liliput Oukoku ,J,小人国游记,J, AVG
1440,1440 - Boboboubo Boubobo - 9 Kyoku Senshi Gag Yuugou(JP).zip,Boboboubo Boubobo - 9 Kyoku Senshi Gag Yuugou ,J,9极战士 - 恶搞融合,J, RPG
1441,1441 - Digimon Racing(JP).zip,Digimon Racing ,J,数码宝贝赛车,J, RCG
1442,1442 - Animal Snap - Rescue Them 2 by 2(US).zip,Animal Snap - Rescue Them 2 by 2 ,U,动物方块 - 拯救它们,E, TAB
1443,1443 - David Beckham Soccer(US).zip,David Beckham Soccer ,M2,大卫·贝克汉姆足球,M2, SPG
1444,1444 - Antz - Extreme Racing(US).zip,Antz - Extreme Racing ,U,小蚁雄兵 极限赛车,E, RCG
1445,1445 - CT Special Forces 3 - Bioterror(EU).zip,CT Special Forces 3 - Bioterror ,M6,CT特种部队3,M6, ACT
1446,1446 - Demon Driver - Time to Burn Rubber!(US).zip,Demon Driver - Time to Burn Rubber! ,U,魔鬼驾驶员 时间燃烧车,E, RCG
1447,1447 - Mission Impossible - Operation Surma(US).zip,Mission Impossible - Operation Surma ,M3,不可能完成的任务,M3, ACT
1448,1448 - Home on the Range(US).zip,Home on the Range ,M2,迪斯尼牧场是我家,M2, ACT
1449,"1449 - Sound of Thunder, A(EU).zip",Sound of Thunder：A ,M5,雷霆之音,M5, AVG
1450,1450 - Ice Nine(UE).zip,Ice Nine ,M5,冰冻九号,M5, FPS
1451,1451 - Scooby-Doo 2 - Monsters Unleashed(EU).zip,Scooby - Doo 2 - Monsters Unleashed ,M5,史酷比2 - 脱缰的怪物,M5, ACT
1452,1452 - Metroid - Zero Mission(EU).zip,Metroid - Zero Mission ,M5,银河战士2 - 初始零点任务,M5, A·RPG
1453,1453 - Pikapika Nurse Monogatari - Nurse Ikusei Game(JP).zip,Pikapika Nurse Monogatari - Nurse Ikusei Game ,J,亮丽护士物语 - 活泼护士养成游戏,J, TCG
1454,1454 - Hoshi no Kirby - Kagami no Daimeikyuu(JP).zip,Hoshi no Kirby - Kagami no Daimeikyuu ,J,星之卡比 - 镜之谜宫,J, ACT
1455,1455 - FightBox(EU).zip,FightBox ,E,格斗大会,E, ACT
1456,1456 - Book Worm(US).zip,Book Worm ,U,书虫,E, PUZ
1457,1457 - Rockman Zero 3(JP).zip,Rockman Zero 3 ,J,洛克人ZERO3,J, ACT
1458,1458 - Mario Golf - GBA Tour(JP).zip,Mario Golf - GBA Tour ,J,马里奥高尔夫巡回赛,J, SPG
1459,1459 - Shifting Gears Road Trip(US).zip,Shifting Gears Road Trip ,U,迷你Q版赛车2代变速齿轮之公路旅行,E, RCG
1460,1460 - Shining Soul II(US).zip,Shining Soul II ,U,光明之魂2,E, A·RPG
1461,1461 - Cardcaptor Sakura - Card Friends(JP).zip,Cardcaptor Sakura - Card Friends ,J,库洛魔法使 - 卡片朋友,J, TCG
1462,1462 - Zettaizetsumei Dangerous Jiisan - Naki no Ikkai Zettai Fukujuu Violence Kouchou(JP).zip,Zettaizetsumei Dangerous Jiisan - Naki no Ikkai Zettai Fukujuu Violence Kouchou ,J,天才爷爷2,J, RPG
1463,1463 - Uchuu no Stellvia(JP).zip,Uchuu no Stellvia ,J,宇宙学院,J, RPG
1464,1464 - Pia Carrot he Youkoso!! 3.3(JP).zip,Pia Carrot he Youkoso!! 3.3 ,J,绯色茶餐厅,J, TCG
1465,1465 - Serious Sam Advance(US).zip,Serious Sam Advance ,M3,英雄萨姆A,M3, FPS
1466,1466 - Ten Pin Alley 2(US).zip,Ten Pin Alley 2 ,U,大满贯保龄球,E, SPG
1467,1467 - Digimon Racing(EU).zip,Digimon Racing ,M5,数码暴龙赛车,M5, RCG
1468,1468 - Super Collapse! II(US).zip,Super Collapse! II ,U,超级坍塌方块,E, TAB
1469,1469 - Naruto - Saikyou Ninja Daikesshuu 2(JP).zip,Naruto - Saikyou Ninja Daikesshuu 2 ,J,火影忍者 - 最强忍者大集合2,J, ACT
1470,1470 - Shining Force - Resurrection of the Dark Dragon(EU).zip,Shining Force - Resurrection of the Dark Dragon ,M5,光明力量 - 暗黑龙的复活,M5, SLG
1471,"1471 - Lord of the Rings, The - Ou no Kikan(JP).zip",Lord of the Rings：The - Ou no Kikan ,J,指环王 - 王者归来,J, A·RPG
1472,1472 - Shiren Monsters Netsal(JP).zip,Shiren Monsters Netsal ,J,风来西林怪兽足球,J, TCG
1473,1473 - Tennis no Ouji-sama 2004 - Stylish Silver(JP).zip,Tennis no Ouji - sama 2004 - Stylish Silver ,J,网球王子 - 时尚之银,J, SPG
1474,1474 - Tennis no Ouji-sama 2004 - Glorious Gold(JP).zip,Tennis no Ouji - sama 2004 - Glorious Gold ,J,网球王子 - 光荣之金,J, SPG
1475,1475 - Pyuu to Fuku! Jaguar - Byoo to Deru! Megane-kun(JP).zip,Pyuu to Fuku! Jaguar - Byoo to Deru! Megane - kun ,J,眼睛君,J, ACT
1476,1476 - One Piece - Ilgop Seomui Daebomul(KS).zip,One Piece - Ilgop Seomui Daebomul ,K,海贼王 - 七岛大秘宝,K, A·RPG
1477,1477 - Shrek 2(UE).zip,Shrek 2 ,U,怪物史莱克2,E, ACT
1478,1478 - Van Helsing(US).zip,Van Helsing ,U,范海辛,E, AVG
1479,1479 - Crayon Shin-chan - Arashi wo Yobu Cinema Land no Daibouken!(JP).zip,Crayon Shin - chan - Arashi wo Yobu Cinema Land no Daibouken! ,J,蜡笔小新 - 电影乐园大冒险,J, ACT
1480,1480 - Serious Sam Advance(EU).zip,Serious Sam Advance ,M3,英雄萨姆A,M3, FPS
1481,1481 - Koutetsu Teikoku from HOT-B(JP).zip,Koutetsu Teikoku from HOT - B ,J,钢铁帝国,J, STG
1482,1482 - Kidou Senshi Gundam Seed - Tomo to Kimi to koko de.(JP).zip,Kidou Senshi Gundam Seed - Tomo to Kimi to koko de. ,J,机动战士高达SEED - 友情篇,J, A·RPG
1483,1483 - Boktai - The Sun is in Your Hand(EU).zip,Boktai - The Sun is in Your Hand ,M5,我们的太阳1,M5, A·RPG
1484,1484 - Van Helsing(EU).zip,Van Helsing ,M5,范海辛,M5, AVG
1485,1485 - Game Boy Advance Video - SpongeBob SquarePants - Volume 1(US).zip,Game Boy Advance Video - SpongeBob SquarePants - Volume 1 ,U,GBA电影 - 超级海绵笨伯第1卷,E, MOV
1486,1486 - Game Boy Advance Video - SpongeBob SquarePants - Volume 2(US).zip,Game Boy Advance Video - SpongeBob SquarePants - Volume 2 ,U,GBA电影 - 超级海绵笨伯第2卷,E, MOV
1487,"1487 - Game Boy Advance Video - Fairly Odd Parents!, The - Volume 2(US).zip",Game Boy Advance Video - Fairly Odd Parents!：The - Volume 2 ,U,GBA电影 - 反斗家族第2卷,E, MOV
1488,1488 - 007 - Everything or Nothing(JP).zip,007 - Everything or Nothing ,J,詹姆斯邦德007 - 谁与争锋,J, ACT
1489,1489 - Mario vs. Donkey Kong(US).zip,Mario vs. Donkey Kong ,J,马里奥对大金刚,E, ACT
1490,1490 - Sonic Advance 3(US).zip,Sonic Advance 3 ,M6,索尼克大冒险3,M6, ACT
1491,1491 - Gadget Racers(EU).zip,Gadget Racers ,M3,迷你Q版赛车2代变速齿轮之公路旅行,M3, RCG
1492,1492 - Famicom Mini Vol. 19 - Twin Bee(JP).zip,Famicom Mini Vol. 19 - Twin Bee ,J,任天堂FC珍藏游戏系列第19辑 - 兵蜂,E, ACT
1493,1493 - Famicom Mini Vol. 13 - Balloon Fight(JP).zip,Famicom Mini Vol. 13 - Balloon Fight ,J,任天堂FC珍藏游戏系列第13辑 - 气球岛,E, ACT
1494,1494 - Famicom Mini Vol. 18 - Makaimura(JP).zip,Famicom Mini Vol. 18 - Makaimura ,J,任天堂FC珍藏游戏系列第18辑 - 魔界村,J, ACT
1495,1495 - Famicom Mini Vol. 16 - Dig Dug(JP).zip,Famicom Mini Vol. 16 - Dig Dug ,J,任天堂FC珍藏游戏系列第16辑 - 充气人,E, ACT
1496,1496 - Famicom Mini Vol. 11 - Mario Bros.(JP).zip,Famicom Mini Vol. 11 - Mario Bros. ,J,任天堂FC珍藏游戏系列第11辑 - 马里奥兄弟,E, ACT
1497,1497 - Famicom Mini Vol. 17 - Takahashi Meijin no Bouken Shima(JP).zip,Famicom Mini Vol. 17 - Takahashi Meijin no Bouken Shima ,J,任天堂FC珍藏游戏系列第17辑 - 高桥名人的冒险岛,J, ACT
1498,1498 - Famicom Mini Vol. 20 - Ganbare Goemon! Karakuri Douchuu(JP).zip,Famicom Mini Vol. 20 - Ganbare Goemon! Karakuri Douchuu ,J,任天堂FC珍藏游戏系列第20辑 - 大盗伍右卫门,J, ACT
1499,1499 - Famicom Mini Vol. 14 - Wrecking Crew(JP).zip,Famicom Mini Vol. 14 - Wrecking Crew ,J,任天堂FC珍藏游戏系列第14辑 - 拆屋工,E, ACT
1500,1500 - Famicom Mini Vol. 15 - Dr. Mario(JP).zip,Famicom Mini Vol. 15 - Dr. Mario ,J,任天堂FC珍藏游戏系列第15辑 - 马里奥医生,E, ACT
1501,1501 - Famicom Mini Vol. 12 - Clu Clu Land(JP).zip,Famicom Mini Vol. 12 - Clu Clu Land ,J,任天堂FC珍藏游戏系列第12辑 - 滚球乐园,E, ACT
1502,1502 - River City Ransom EX(US).zip,River City Ransom EX ,U,热血物语EX,E, ACT
1503,1503 - Harry Potter and the Prisoner of Azkaban(UE).zip,Harry Potter and the Prisoner of Azkaban ,M8,哈利·波特与阿兹卡班的逃犯,M8, A·RPG
1504,1504 - Tokyo Majin Gakuen - Fuju Houroku(JP).zip,Tokyo Majin Gakuen - Fuju Houroku ,J,东京魔人学院 - 符咒封禄,J, CAG
1505,1505 - Game Boy Advance Video - Dora the Explorer - Volume 1(US).zip,Game Boy Advance Video - Dora the Explorer - Volume 1 ,U,GBA电影 - 小冒险家朵拉第1卷,E, MOV
1506,1506 - Mighty Beanz - Pocket Puzzles(US).zip,Mighty Beanz - Pocket Puzzles ,U,豆仔口袋方块,E, PUZ
1507,1507 - Game Boy Advance Video - Sonic X - Volume 1(US).zip,Game Boy Advance Video - Sonic X - Volume 1 ,U,GBA电影 - 音速小子X第1卷,E, MOV
1508,1508 - F-Zero - GP Legend(EU).zip,F - Zero - GP Legend ,M5,猎鹰GP传说 - 零式未来赛车,M5, RCG
1509,1509 - Crash Bandicoot Purple - Ripto's Rampage(US).zip,Crash Bandicoot Purple - Ripto's Rampage ,U,古惑狼 - 暴跳的罗彼德与紫色小龙斯派罗,E, ACT
1510,1510 - Spyro Orange - The Cortex Conspiracy(US).zip,Spyro Orange - The Cortex Conspiracy ,U,小龙斯派罗 - 阴谋的本质与橙色古惑狼,E, ACT
1511,1511 - Duel Masters - Sempai Legends(US).zip,Duel Masters - Sempai Legends ,U,卡片决斗高手 - 永恒的传说,E, CAG
1512,1512 - Classic NES Series - The Legend of Zelda(UE).zip,Classic NES Series - The Legend of Zelda ,U,经典任天堂 - 萨尔达传说,E, A·RPG
1513,1513 - Sonic Battle(EU).zip,Sonic Battle ,M6,索尼克战斗,M6, ACT
1514,1514 - Classic NES Series - Super Mario Bros.(UE).zip,Classic NES Series - Super Mario Bros. ,U,经典任天堂 - 超级马里奥兄弟,E, ACT
